organizationid,GradeLevel,Test,Orglevel,organizationname,SchoolYear,ProficientDATNotes,ProficientDenominatorDAT,ProficientDAT,ProficientLabel,ProgressingDATNotes,ProgressingDenominatorDAT,ProgressingDAT,ProgressingLabel,DataAsOf
103123,2nd Grade,WIDAACC,School,Kendall Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103123,3rd Grade,WIDAACC,School,Kendall Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103123,4th Grade,WIDAACC,School,Kendall Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103123,5th Grade,WIDAACC,School,Kendall Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103123,6th Grade,WIDAACC,School,Kendall Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103123,All Grades,WIDAACC,School,Kendall Elementary,2024-25,<8.1%,,,<8.1%,None,29,11,37.93%,2025-09-02T21:02:56.360Z
103123,Kindergarten,WIDAACC,School,Kendall Elementary,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103130,All Grades,WIDAACC,School,Tekoa Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103130,Kindergarten,WIDAACC,School,Tekoa Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103131,6th Grade,WIDAACC,School,Tekoa High School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103131,All Grades,WIDAACC,School,Tekoa High School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103134,10th Grade,WIDAACC,School,Pullman High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103134,11th Grade,WIDAACC,School,Pullman High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103134,12th Grade,WIDAACC,School,Pullman High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103134,9th Grade,WIDAACC,School,Pullman High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103134,All Grades,WIDAACC,School,Pullman High School,2024-25,None,30,6,20.00%,None,22,14,63.64%,2025-09-02T21:02:56.360Z
103135,1st Grade,WIDAACC,School,Franklin Elementary,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103135,2nd Grade,WIDAACC,School,Franklin Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103135,3rd Grade,WIDAACC,School,Franklin Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103135,4th Grade,WIDAACC,School,Franklin Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103135,5th Grade,WIDAACC,School,Franklin Elementary,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103135,All Grades,WIDAACC,School,Franklin Elementary,2024-25,None,13,5,38.46%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103135,Kindergarten,WIDAACC,School,Franklin Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103137,1st Grade,WIDAACC,School,Jefferson Elementary,2024-25,<27.3%,,,<27.3%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103137,2nd Grade,WIDAACC,School,Jefferson Elementary,2024-25,<18.8%,,,<18.8%,,,,,2025-09-02T21:02:56.360Z
103137,3rd Grade,WIDAACC,School,Jefferson Elementary,2024-25,<30.0%,,,<30.0%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103137,4th Grade,WIDAACC,School,Jefferson Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103137,5th Grade,WIDAACC,School,Jefferson Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103137,All Grades,WIDAACC,School,Jefferson Elementary,2024-25,None,59,9,15.25%,None,35,25,71.43%,2025-09-02T21:02:56.360Z
103137,Kindergarten,WIDAACC,School,Jefferson Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103138,6th Grade,WIDAACC,School,Lincoln Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103138,7th Grade,WIDAACC,School,Lincoln Middle School,2024-25,<21.4%,,,<21.4%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103138,8th Grade,WIDAACC,School,Lincoln Middle School,2024-25,<30.0%,,,<30.0%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103138,All Grades,WIDAACC,School,Lincoln Middle School,2024-25,<9.7%,,,<9.7%,Top/Bottom Range - Cross Grade,,,14.3%,2025-09-02T21:02:56.360Z
103139,1st Grade,WIDAACC,School,Sunnyside Elementary,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103139,2nd Grade,WIDAACC,School,Sunnyside Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103139,3rd Grade,WIDAACC,School,Sunnyside Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103139,4th Grade,WIDAACC,School,Sunnyside Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103139,All Grades,WIDAACC,School,Sunnyside Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103139,Kindergarten,WIDAACC,School,Sunnyside Elementary,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103167,1st Grade,WIDAACC,School,Union Gap School,2024-25,<27.3%,,,<27.3%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103167,2nd Grade,WIDAACC,School,Union Gap School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103167,3rd Grade,WIDAACC,School,Union Gap School,2024-25,<30.0%,,,<30.0%,None,10,4,40.00%,2025-09-02T21:02:56.360Z
103167,3rd Grade,WIDAALT,School,Union Gap School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103167,4th Grade,WIDAACC,School,Union Gap School,2024-25,None,16,7,43.75%,None,16,10,62.50%,2025-09-02T21:02:56.360Z
103167,5th Grade,WIDAACC,School,Union Gap School,2024-25,None,16,3,18.75%,None,13,6,46.15%,2025-09-02T21:02:56.360Z
103167,6th Grade,WIDAACC,School,Union Gap School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103167,7th Grade,WIDAACC,School,Union Gap School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103167,8th Grade,WIDAACC,School,Union Gap School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103167,All Grades,WIDAACC,School,Union Gap School,2024-25,None,94,23,24.21%,None,79,42,53.16%,2025-09-02T21:02:56.360Z
103167,All Grades,WIDAALT,School,Union Gap School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103167,Kindergarten,WIDAACC,School,Union Gap School,2024-25,None,11,6,54.55%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103169,10th Grade,WIDAACC,School,Naches Valley High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103169,11th Grade,WIDAACC,School,Naches Valley High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103169,11th Grade,WIDAALT,School,Naches Valley High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103169,12th Grade,WIDAACC,School,Naches Valley High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103169,9th Grade,WIDAACC,School,Naches Valley High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103169,All Grades,WIDAACC,School,Naches Valley High School,2024-25,<20.0%,,,<20.0%,None,12,4,30.77%,2025-09-02T21:02:56.360Z
103169,All Grades,WIDAALT,School,Naches Valley High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103171,5th Grade,WIDAACC,School,Naches Valley Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103171,6th Grade,WIDAACC,School,Naches Valley Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103171,7th Grade,WIDAACC,School,Naches Valley Middle School,2024-25,<27.3%,,,<27.3%,<27.3%,,,<27.3%,2025-09-02T21:02:56.360Z
103171,8th Grade,WIDAACC,School,Naches Valley Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103171,All Grades,WIDAACC,School,Naches Valley Middle School,2024-25,<10.7%,,,<10.7%,None,24,5,20.83%,2025-09-02T21:02:56.360Z
103175,10th Grade,WIDAACC,School,Davis High School,2024-25,None,138,3,2.13%,None,113,28,24.14%,2025-09-02T21:02:56.360Z
103175,10th Grade,WIDAALT,School,Davis High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103175,11th Grade,WIDAACC,School,Davis High School,2024-25,None,98,6,7.55%,None,82,18,22.47%,2025-09-02T21:02:56.360Z
103175,11th Grade,WIDAALT,School,Davis High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103175,12th Grade,WIDAACC,School,Davis High School,2024-25,None,128,3,4.38%,None,107,16,16.38%,2025-09-02T21:02:56.360Z
103175,12th Grade,WIDAALT,School,Davis High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103175,7th Grade,WIDAALT,School,Davis High School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103175,8th Grade,WIDAALT,School,Davis High School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103175,9th Grade,WIDAACC,School,Davis High School,2024-25,<1.74%,,,<1.74%,None,150,19,12.99%,2025-09-02T21:02:56.360Z
103175,9th Grade,WIDAALT,School,Davis High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103175,All Grades,WIDAACC,School,Davis High School,2024-25,None,536,14,3.56%,None,452,81,18.32%,2025-09-02T21:02:56.360Z
103175,All Grades,WIDAALT,School,Davis High School,2024-25,None,26,6,3.56%,None,23,6,18.32%,2025-09-02T21:02:56.360Z
103176,1st Grade,WIDAACC,School,Garfield Elementary School,2024-25,<6.4%,,,<6.4%,Top/Bottom Range - Cross Grade,,,21.4%,2025-09-02T21:02:56.360Z
103176,1st Grade,WIDAALT,School,Garfield Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103176,2nd Grade,WIDAACC,School,Garfield Elementary School,2024-25,<5.6%,,,<5.6%,None,46,12,25.53%,2025-09-02T21:02:56.360Z
103176,2nd Grade,WIDAALT,School,Garfield Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103176,3rd Grade,WIDAACC,School,Garfield Elementary School,2024-25,<6.0%,,,<6.0%,None,41,15,36.59%,2025-09-02T21:02:56.360Z
103176,4th Grade,WIDAACC,School,Garfield Elementary School,2024-25,None,60,8,13.33%,None,57,30,52.63%,2025-09-02T21:02:56.360Z
103176,5th Grade,WIDAACC,School,Garfield Elementary School,2024-25,None,41,5,12.20%,N<10 - Cross Grade,,,54%,2025-09-02T21:02:56.360Z
103176,All Grades,WIDAACC,School,Garfield Elementary School,2024-25,None,298,15,5.26%,None,220,85,38.39%,2025-09-02T21:02:56.360Z
103176,All Grades,WIDAALT,School,Garfield Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103176,Kindergarten,WIDAACC,School,Garfield Elementary School,2024-25,<6.3%,,,<6.3%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103176,Kindergarten,WIDAALT,School,Garfield Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103177,1st Grade,WIDAACC,School,Mckinley Elementary School,2024-25,<12.0%,,,<12.0%,N<10 - Cross Grade,,,33%,2025-09-02T21:02:56.360Z
103177,2nd Grade,WIDAACC,School,Mckinley Elementary School,2024-25,<8.3%,,,<8.3%,Top/Bottom Range - Cross Grade,,,22.2%,2025-09-02T21:02:56.360Z
103177,3rd Grade,WIDAACC,School,Mckinley Elementary School,2024-25,<11.1%,,,<11.1%,<12.5%,,,<12.5%,2025-09-02T21:02:56.360Z
103177,4th Grade,WIDAACC,School,Mckinley Elementary School,2024-25,None,36,4,11.11%,None,32,18,56.25%,2025-09-02T21:02:56.360Z
103177,5th Grade,WIDAACC,School,Mckinley Elementary School,2024-25,<9.4%,,,<9.4%,None,24,7,29.17%,2025-09-02T21:02:56.360Z
103177,All Grades,WIDAACC,School,Mckinley Elementary School,2024-25,Top/Bottom Range - Cross Grade,,,2.15%,None,129,40,31.01%,2025-09-02T21:02:56.360Z
103177,Kindergarten,WIDAACC,School,Mckinley Elementary School,2024-25,<9.7%,,,<9.7%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103179,6th Grade,WIDAACC,School,Washington Middle School,2024-25,<2.56%,,,<2.56%,None,99,13,15.24%,2025-09-02T21:02:56.360Z
103179,6th Grade,WIDAALT,School,Washington Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103179,7th Grade,WIDAACC,School,Washington Middle School,2024-25,None,120,6,5.56%,None,101,28,27.62%,2025-09-02T21:02:56.360Z
103179,7th Grade,WIDAALT,School,Washington Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103179,8th Grade,WIDAACC,School,Washington Middle School,2024-25,None,151,7,5.23%,None,134,34,25.74%,2025-09-02T21:02:56.360Z
103179,8th Grade,WIDAALT,School,Washington Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103179,All Grades,WIDAACC,School,Washington Middle School,2024-25,None,387,13,4.48%,None,334,75,23.12%,2025-09-02T21:02:56.360Z
103179,All Grades,WIDAALT,School,Washington Middle School,2024-25,None,15,5,4.48%,None,12,5,23.12%,2025-09-02T21:02:56.360Z
103181,6th Grade,WIDAACC,School,Franklin Middle School,2024-25,None,82,5,11.36%,None,80,14,22.09%,2025-09-02T21:02:56.360Z
103181,6th Grade,WIDAALT,School,Franklin Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103181,7th Grade,WIDAACC,School,Franklin Middle School,2024-25,None,59,7,14.52%,None,52,11,23.64%,2025-09-02T21:02:56.360Z
103181,7th Grade,WIDAALT,School,Franklin Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103181,8th Grade,WIDAACC,School,Franklin Middle School,2024-25,None,70,11,14.86%,None,66,28,40.00%,2025-09-02T21:02:56.360Z
103181,8th Grade,WIDAALT,School,Franklin Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103181,All Grades,WIDAACC,School,Franklin Middle School,2024-25,None,211,23,13.39%,None,198,53,28.44%,2025-09-02T21:02:56.360Z
103181,All Grades,WIDAALT,School,Franklin Middle School,2024-25,None,13,7,13.39%,None,13,7,28.44%,2025-09-02T21:02:56.360Z
103182,1st Grade,WIDAACC,School,Ridgeview Elementary,2024-25,<7.3%,,,<7.3%,None,35,18,43.90%,2025-09-02T21:02:56.360Z
103182,1st Grade,WIDAALT,School,Ridgeview Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103182,2nd Grade,WIDAACC,School,Ridgeview Elementary,2024-25,<10.0%,,,<10.0%,Top/Bottom Range - Cross Grade,,,35.7%,2025-09-02T21:02:56.360Z
103182,3rd Grade,WIDAACC,School,Ridgeview Elementary,2024-25,None,46,4,8.70%,None,40,15,37.50%,2025-09-02T21:02:56.360Z
103182,4th Grade,WIDAACC,School,Ridgeview Elementary,2024-25,None,49,8,16.00%,None,47,24,50.00%,2025-09-02T21:02:56.360Z
103182,4th Grade,WIDAALT,School,Ridgeview Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103182,5th Grade,WIDAACC,School,Ridgeview Elementary,2024-25,None,44,3,8.89%,None,39,14,37.50%,2025-09-02T21:02:56.360Z
103182,5th Grade,WIDAALT,School,Ridgeview Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103182,All Grades,WIDAACC,School,Ridgeview Elementary,2024-25,None,248,17,7.00%,None,189,81,41.62%,2025-09-02T21:02:56.360Z
103182,All Grades,WIDAALT,School,Ridgeview Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103182,Kindergarten,WIDAACC,School,Ridgeview Elementary,2024-25,<7.5%,,,<7.5%,,,,,2025-09-02T21:02:56.360Z
103182,Kindergarten,WIDAALT,School,Ridgeview Elementary,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103184,1st Grade,WIDAACC,School,Roosevelt Elementary School,2024-25,<13.6%,,,<13.6%,None,22,8,36.36%,2025-09-02T21:02:56.360Z
103184,2nd Grade,WIDAACC,School,Roosevelt Elementary School,2024-25,<17.6%,,,<17.6%,N<10 - Cross Grade,,,27%,2025-09-02T21:02:56.360Z
103184,3rd Grade,WIDAACC,School,Roosevelt Elementary School,2024-25,<12.0%,,,<12.0%,None,23,5,20.83%,2025-09-02T21:02:56.360Z
103184,3rd Grade,WIDAALT,School,Roosevelt Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103184,4th Grade,WIDAACC,School,Roosevelt Elementary School,2024-25,None,26,7,24.14%,None,23,16,61.54%,2025-09-02T21:02:56.360Z
103184,4th Grade,WIDAALT,School,Roosevelt Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103184,5th Grade,WIDAACC,School,Roosevelt Elementary School,2024-25,Top/Bottom Range - Cross Grade,,,15.4%,None,24,7,29.17%,2025-09-02T21:02:56.360Z
103184,All Grades,WIDAACC,School,Roosevelt Elementary School,2024-25,None,133,12,8.63%,None,108,40,35.71%,2025-09-02T21:02:56.360Z
103184,All Grades,WIDAALT,School,Roosevelt Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103184,Kindergarten,WIDAACC,School,Roosevelt Elementary School,2024-25,<15.8%,,,<15.8%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103184,Kindergarten,WIDAALT,School,Roosevelt Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103185,1st Grade,WIDAACC,School,Adams Elementary School,2024-25,<4.3%,,,<4.3%,None,60,28,45.90%,2025-09-02T21:02:56.360Z
103185,1st Grade,WIDAALT,School,Adams Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103185,2nd Grade,WIDAACC,School,Adams Elementary School,2024-25,<4.3%,,,<4.3%,None,59,21,35.00%,2025-09-02T21:02:56.360Z
103185,2nd Grade,WIDAALT,School,Adams Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103185,3rd Grade,WIDAACC,School,Adams Elementary School,2024-25,<4.3%,,,<4.3%,None,66,33,50.00%,2025-09-02T21:02:56.360Z
103185,4th Grade,WIDAACC,School,Adams Elementary School,2024-25,None,77,13,16.67%,None,72,48,65.75%,2025-09-02T21:02:56.360Z
103185,4th Grade,WIDAALT,School,Adams Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103185,5th Grade,WIDAACC,School,Adams Elementary School,2024-25,Top/Bottom Range - Cross Grade,,,8.6%,Top/Bottom Range - Cross Grade,,,30.8%,2025-09-02T21:02:56.360Z
103185,5th Grade,WIDAALT,School,Adams Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103185,All Grades,WIDAACC,School,Adams Elementary School,2024-25,None,432,22,5.03%,None,320,150,46.15%,2025-09-02T21:02:56.360Z
103185,All Grades,WIDAALT,School,Adams Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103185,Kindergarten,WIDAACC,School,Adams Elementary School,2024-25,<3.8%,,,<3.8%,,,,,2025-09-02T21:02:56.360Z
103186,1st Grade,WIDAACC,School,Hoover Elementary School,2024-25,<6.4%,,,<6.4%,None,42,17,40.48%,2025-09-02T21:02:56.360Z
103186,2nd Grade,WIDAACC,School,Hoover Elementary School,2024-25,<6.4%,,,<6.4%,Top/Bottom Range - Cross Grade,,,25.6%,2025-09-02T21:02:56.360Z
103186,3rd Grade,WIDAACC,School,Hoover Elementary School,2024-25,Top/Bottom Range - Cross Grade,,,11.1%,None,43,20,46.51%,2025-09-02T21:02:56.360Z
103186,4th Grade,WIDAACC,School,Hoover Elementary School,2024-25,None,44,7,15.91%,None,41,22,53.66%,2025-09-02T21:02:56.360Z
103186,5th Grade,WIDAACC,School,Hoover Elementary School,2024-25,N<10 - Cross Grade,,,32%,N<10 - Cross Grade,,,54%,2025-09-02T21:02:56.360Z
103186,All Grades,WIDAACC,School,Hoover Elementary School,2024-25,None,267,26,9.74%,None,208,91,43.75%,2025-09-02T21:02:56.360Z
103186,Kindergarten,WIDAACC,School,Hoover Elementary School,2024-25,<6.5%,,,<6.5%,,,,,2025-09-02T21:02:56.360Z
103188,1st Grade,WIDAACC,School,Gilbert Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103188,1st Grade,WIDAALT,School,Gilbert Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103188,2nd Grade,WIDAACC,School,Gilbert Elementary School,2024-25,<27.3%,,,<27.3%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103188,2nd Grade,WIDAALT,School,Gilbert Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103188,3rd Grade,WIDAACC,School,Gilbert Elementary School,2024-25,<12.0%,,,<12.0%,None,22,9,39.13%,2025-09-02T21:02:56.360Z
103188,3rd Grade,WIDAALT,School,Gilbert Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103188,4th Grade,WIDAACC,School,Gilbert Elementary School,2024-25,None,22,6,26.92%,None,21,12,52.00%,2025-09-02T21:02:56.360Z
103188,4th Grade,WIDAALT,School,Gilbert Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103188,5th Grade,WIDAACC,School,Gilbert Elementary School,2024-25,<20.0%,,,<20.0%,None,14,6,42.86%,2025-09-02T21:02:56.360Z
103188,All Grades,WIDAACC,School,Gilbert Elementary School,2024-25,None,89,11,12.75%,None,73,33,42.68%,2025-09-02T21:02:56.360Z
103188,All Grades,WIDAALT,School,Gilbert Elementary School,2024-25,<21.4%,,,<21.4%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103188,Kindergarten,WIDAACC,School,Gilbert Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103188,Kindergarten,WIDAALT,School,Gilbert Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103189,1st Grade,WIDAACC,School,Nob Hill Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103189,2nd Grade,WIDAACC,School,Nob Hill Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103189,3rd Grade,WIDAACC,School,Nob Hill Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103189,4th Grade,WIDAACC,School,Nob Hill Elementary School,2024-25,Top/Bottom Range - Cross Grade,,,18.8%,None,15,11,73.33%,2025-09-02T21:02:56.360Z
103189,5th Grade,WIDAACC,School,Nob Hill Elementary School,2024-25,<27.3%,,,<27.3%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103189,All Grades,WIDAACC,School,Nob Hill Elementary School,2024-25,None,42,5,11.90%,None,34,19,55.88%,2025-09-02T21:02:56.360Z
103189,Kindergarten,WIDAACC,School,Nob Hill Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103190,1st Grade,WIDAACC,School,Mcclure Elementary School,2024-25,<9.4%,,,<9.4%,None,31,15,48.39%,2025-09-02T21:02:56.360Z
103190,2nd Grade,WIDAACC,School,Mcclure Elementary School,2024-25,<9.1%,,,<9.1%,None,28,13,44.83%,2025-09-02T21:02:56.360Z
103190,2nd Grade,WIDAALT,School,Mcclure Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103190,3rd Grade,WIDAACC,School,Mcclure Elementary School,2024-25,<8.6%,,,<8.6%,None,33,13,37.14%,2025-09-02T21:02:56.360Z
